cellID	f_l1_College & University	f_l1_Food	f_l1_Residence	f_l1_Travel & Transport	f_l1_Outdoors & Recreation	f_l1_Arts & Entertainment	f_l1_Shop & Service	f_l1_Nightlife Spot	f_l1_Professional & Other Places	f_l1_Event	t_predominant
6391	0	0	2	0	0	0	1	0	0	0	Residential
4636	1	5	0	0	0	0	2	0	1	0	Other
4307	6	0	0	0	0	0	0	0	0	0	Other
421	0	6	0	0	0	4	5	1	2	0	Commercial
2325	2	0	1	2	0	3	3	0	6	0	Mixed
2129	0	8	2	0	1	7	5	2	4	0	Residential
3396	0	0	0	1	0	0	0	0	0	0	Residential
4185	0	0	0	0	1	0	0	0	0	0	OpenSpace
3303	1	1	0	0	0	0	0	0	2	0	Residential
4244	3	0	7	6	1	0	0	3	4	0	Other
1729	0	0	1	1	0	1	0	0	1	0	Other
572	0	1	1	0	2	0	1	4	3	0	Residential
3717	0	2	1	0	1	12	0	0	4	0	OpenSpace
4575	0	2	5	1	3	1	5	2	6	0	Residential
3522	1	9	2	1	0	0	5	1	1	0	Residential
5560	0	1	1	0	0	0	2	0	0	0	Mixed
5855	0	1	1	1	1	0	1	0	2	0	Other
3746	0	0	1	0	1	0	1	0	0	0	OpenSpace
1754	0	2	0	0	1	2	0	2	2	0	Mixed
798	1	7	0	6	2	3	0	0	17	0	Commercial
3105	0	0	0	1	0	0	0	0	0	0	Residential
122	0	1	3	1	3	1	0	1	6	0	Mixed
753	1	10	4	3	1	0	13	2	4	0	Residential
3918	0	0	0	0	1	0	0	0	0	0	OpenSpace
4084	0	1	1	1	0	0	0	0	0	0	Residential
396	0	0	0	0	0	0	0	0	1	0	Other
1636	0	16	7	2	2	2	4	2	4	0	Residential
3694	0	1	3	3	1	0	1	0	4	0	Residential
3958	0	0	1	1	0	0	0	0	0	0	Residential
579	0	5	1	0	0	0	1	1	6	0	Commercial
1744	0	1	0	1	0	0	0	0	0	0	Other
417	0	5	2	0	0	1	11	0	5	0	Mixed
3669	0	2	0	1	1	0	3	0	0	0	Residential
1999	1	3	2	5	1	0	5	0	0	0	Mixed
2039	0	9	2	1	3	2	5	0	1	0	Residential
1494	0	4	0	0	0	3	10	3	5	0	Mixed
1076	6	2	0	2	1	0	1	0	0	0	Other
2184	0	3	0	2	7	0	2	0	2	0	OpenSpace
2849	0	0	7	1	0	0	0	1	2	0	Residential
3447	0	10	1	0	0	1	6	0	4	0	Residential
4669	0	0	1	0	0	0	0	0	1	0	Other
2334	0	7	4	1	1	5	2	7	3	0	Mixed
4020	0	1	2	2	0	0	7	1	2	0	Mixed
507	0	6	1	0	4	3	3	0	12	0	Mixed
3998	0	0	0	0	3	0	0	0	0	0	OpenSpace
1909	0	2	0	0	0	0	1	1	6	0	Mixed
3179	0	0	2	0	0	1	4	0	1	0	Mixed
4021	0	0	0	0	0	3	0	0	2	0	Mixed
5947	0	0	1	0	1	0	0	0	0	0	Residential
663	0	2	1	2	1	0	22	0	2	1	Residential
3751	4	3	0	0	0	0	3	1	2	0	Residential
3167	0	1	0	0	3	1	0	0	0	0	OpenSpace
1825	0	0	0	1	0	0	2	0	1	0	Residential
4573	0	1	2	1	0	0	4	4	3	0	Mixed
5520	0	0	2	0	0	0	0	0	1	0	Residential
5843	0	0	0	0	0	0	0	0	1	0	OpenSpace
4095	0	0	0	0	2	0	0	0	0	0	OpenSpace
1029	0	0	0	3	1	0	0	2	2	0	Transportation
2080	0	1	2	3	1	2	2	0	10	0	Commercial
5573	0	0	2	0	0	0	3	0	1	0	Residential
5083	0	6	4	0	1	0	10	0	8	0	Mixed
2805	1	8	0	1	1	1	8	0	10	0	Commercial
5032	0	0	0	0	1	0	0	0	1	0	OpenSpace
4926	0	0	1	2	0	0	0	0	1	0	Residential
5041	0	0	1	1	0	0	0	0	1	0	Residential
5919	0	0	0	0	1	0	0	0	0	0	OpenSpace
530	0	1	0	1	0	3	3	0	1	0	Commercial
1562	0	0	0	0	3	0	0	0	0	0	OpenSpace
4145	0	1	0	0	0	0	0	0	2	0	Transportation
5614	1	1	3	3	1	1	3	0	3	0	Other
5188	0	9	2	1	1	1	5	5	2	0	Mixed
5933	0	1	0	0	0	0	1	0	0	0	OpenSpace
5145	0	0	1	0	1	0	1	0	0	0	Residential
514	0	0	3	1	0	1	1	1	0	0	Residential
4968	0	1	8	2	1	2	0	0	2	0	Residential
5809	0	5	0	0	0	0	4	0	1	0	Mixed
2922	0	0	0	0	1	0	0	0	0	0	OpenSpace
3458	0	2	0	0	0	0	0	0	1	0	OpenSpace
5762	0	0	0	1	0	0	2	1	1	0	Residential
1724	3	1	0	1	0	0	1	0	13	0	Other
872	0	0	0	0	1	0	0	1	0	0	Transportation
4311	0	1	0	0	0	0	0	1	1	0	Residential
5799	0	1	0	0	0	0	0	0	0	0	OpenSpace
2430	0	4	1	3	0	0	1	0	0	0	Transportation
837	0	10	9	6	4	0	10	1	6	0	Residential
6016	0	0	0	0	0	0	0	0	2	0	Other
2846	2	2	6	2	2	1	5	0	2	0	Mixed
3035	0	2	1	2	0	0	0	0	11	0	Residential
4326	0	0	0	1	0	0	0	0	0	0	Other
5555	0	6	1	0	0	0	1	0	1	0	Residential
4456	0	1	6	1	0	0	1	1	3	0	Residential
5074	0	4	2	2	0	0	6	0	0	0	Residential
5580	0	0	2	1	0	0	0	0	0	0	Residential
2853	0	0	0	0	1	0	0	0	0	0	OpenSpace
1767	1	10	1	1	2	0	4	2	6	0	Commercial
4972	0	0	4	0	0	1	1	0	2	0	Residential
233	0	0	0	0	0	1	0	0	0	0	Transportation
2139	0	20	1	1	0	2	10	5	0	0	Mixed
1796	0	3	0	5	1	1	7	1	10	0	Commercial
2753	0	1	1	1	4	0	2	0	2	0	Residential
1523	0	2	0	2	2	2	5	8	11	0	Commercial
3031	0	1	1	1	0	6	11	1	16	0	Commercial
3206	0	0	0	0	0	1	1	0	0	0	OpenSpace
5525	0	0	0	0	2	0	0	0	0	0	OpenSpace
5727	0	2	1	2	0	1	0	0	1	0	Residential
1439	0	6	2	6	1	1	8	3	9	0	Commercial
5567	0	3	1	3	0	2	10	0	2	0	Other
148	0	0	0	0	0	1	0	0	0	0	Other
4574	0	8	4	3	1	0	9	1	4	0	Mixed
4312	0	2	0	0	0	0	0	0	0	0	Residential
5321	0	0	1	0	2	0	0	0	3	0	Residential
6469	0	0	0	0	0	0	0	0	1	0	Other
2049	0	0	3	1	0	0	3	1	11	0	Other
3213	0	0	0	1	0	0	0	0	1	0	OpenSpace
2532	0	0	2	0	0	0	0	0	0	0	Residential
292	3	1	0	5	2	1	0	0	2	0	Transportation
2828	0	4	0	3	0	2	0	0	1	0	Other
2924	0	0	2	0	0	2	0	0	1	0	OpenSpace
5820	0	0	0	3	0	0	0	0	0	0	Other
4156	0	0	5	2	0	0	4	1	8	0	Residential
2978	0	0	3	1	2	0	1	0	0	0	Residential
5271	0	0	1	0	0	1	0	1	1	0	Mixed
923	0	1	2	2	1	0	3	1	1	0	Other
3487	0	1	0	0	0	0	3	0	5	0	Other
5304	0	0	2	0	0	0	0	0	1	0	Residential
1367	0	1	5	1	1	0	8	3	6	0	Residential
4759	0	0	0	0	1	0	0	0	0	0	OpenSpace
1677	7	4	1	2	0	2	1	5	22	0	Commercial
6383	0	1	0	0	0	0	0	0	0	0	Other
166	0	10	0	0	0	0	21	0	11	0	Commercial
2244	2	1	1	6	0	1	0	1	5	0	OpenSpace
4271	0	2	0	4	0	0	5	1	3	0	Residential
2078	0	17	0	2	4	0	2	0	1	0	Commercial
973	6	2	0	1	1	1	3	0	9	0	Other
3833	0	0	0	3	0	0	0	0	0	0	Residential
1269	1	13	0	8	0	3	3	7	7	0	Mixed
3038	1	0	0	2	2	1	0	0	0	0	OpenSpace
1481	0	0	0	8	0	0	0	1	0	0	Other
4294	0	0	0	0	0	0	0	1	0	0	Residential
2965	0	0	1	0	0	0	0	0	0	0	OpenSpace
1411	0	2	1	0	3	1	9	0	3	0	Other
1532	0	2	0	0	0	3	7	0	5	0	Other
6288	0	0	0	0	0	1	0	0	0	0	OpenSpace
5784	0	0	2	0	0	0	0	0	0	0	Residential
5916	0	0	0	0	0	1	0	0	0	0	OpenSpace
1262	0	11	2	5	2	1	10	1	3	0	Mixed
4564	0	4	1	1	0	0	2	1	2	0	Residential
4733	0	14	0	2	2	2	0	0	1	0	Residential
3056	0	0	2	2	1	0	0	0	2	0	OpenSpace
1885	3	1	0	3	2	0	5	4	13	0	Commercial
6143	0	0	0	1	0	0	0	0	0	0	OpenSpace
2144	0	8	1	8	0	0	5	1	3	0	Other
4427	0	1	0	0	0	0	0	0	1	0	OpenSpace
6562	0	0	0	0	1	0	0	0	0	0	OpenSpace
5067	0	3	0	0	0	0	1	0	1	0	Residential
614	0	0	0	5	2	0	0	1	1	0	Other
6487	0	0	0	0	0	0	0	0	1	0	OpenSpace
1374	1	3	3	0	4	0	5	0	2	0	Mixed
3007	1	0	0	0	0	0	0	0	6	0	Other
4111	0	0	0	0	0	1	1	0	1	0	Other
854	0	2	0	6	2	0	1	0	1	0	Other
1854	0	15	1	0	0	2	9	2	3	0	Mixed
3705	0	5	2	1	0	0	5	0	2	0	Residential
4740	0	0	1	0	1	0	0	1	7	0	OpenSpace
5920	0	1	3	0	2	1	0	0	1	0	OpenSpace
4261	0	3	6	0	2	0	10	0	8	0	Mixed
4297	0	1	0	3	1	0	18	0	1	0	Commercial
4874	0	0	0	1	0	0	0	0	0	0	OpenSpace
835	0	5	2	1	1	0	2	1	1	0	Residential
888	0	4	0	2	3	0	11	1	18	0	Mixed
1540	0	18	4	1	0	1	9	4	2	0	Mixed
3844	0	0	2	2	1	0	2	0	2	0	Residential
665	0	2	1	1	0	0	3	0	0	0	Residential
1892	0	4	0	3	0	3	0	2	2	1	Commercial
4129	0	0	2	0	0	1	0	1	2	0	Residential
5814	0	0	1	0	0	0	0	0	0	0	Residential
4398	0	4	3	1	2	1	3	0	2	0	Mixed
1764	0	1	1	1	0	0	3	0	3	0	Residential
3479	0	0	0	0	0	0	0	1	0	0	Residential
4999	0	3	1	1	3	0	10	0	1	0	Residential
4803	1	3	1	0	1	0	4	0	4	0	Residential
6547	0	2	0	0	0	0	0	0	0	0	Commercial
3754	0	0	2	0	1	1	0	0	0	0	Residential
3712	0	3	0	0	0	2	16	2	7	0	Residential
3585	0	1	1	0	0	1	0	0	0	0	Residential
2942	0	2	5	2	1	2	0	0	7	0	Residential
4915	0	0	3	0	0	0	0	1	1	0	Other
130	0	4	0	2	0	0	0	0	3	0	Commercial
5322	0	1	0	0	0	0	0	0	0	0	Residential
4560	0	2	0	0	1	0	0	0	5	0	Other
1100	0	0	1	7	0	0	2	0	4	0	Transportation
3699	0	0	6	0	2	0	2	0	12	0	Mixed
1346	0	0	5	3	0	1	2	0	5	0	Mixed
935	0	4	8	7	1	0	3	0	4	0	Mixed
4254	0	11	2	0	0	0	8	5	6	0	Mixed
3001	1	0	3	9	4	0	2	2	1	0	Mixed
6306	0	1	0	0	1	1	0	0	0	0	OpenSpace
1970	0	6	0	2	3	0	8	2	21	0	Commercial
1966	0	0	2	0	2	0	3	0	6	0	Commercial
2777	0	0	1	1	0	1	0	1	1	0	Mixed
4732	0	1	1	1	0	0	1	0	1	0	Other
5247	0	0	0	1	1	0	0	0	0	0	Other
6536	0	0	0	0	0	0	0	0	1	0	Other
6462	0	1	0	0	0	0	0	0	0	0	Transportation
3541	0	2	2	2	4	1	2	0	10	0	Residential
5576	0	1	1	2	0	0	1	0	2	0	Residential
4454	0	3	0	5	1	2	2	0	5	0	Commercial
6325	0	0	0	0	1	0	0	0	0	0	OpenSpace
3655	0	3	5	0	1	0	2	2	2	0	Mixed
3345	0	1	5	0	1	0	1	1	4	0	Mixed
5129	0	4	2	1	2	0	7	0	5	0	Mixed
4181	0	0	0	0	1	0	0	0	0	0	OpenSpace
2976	0	0	0	2	2	0	0	2	2	0	OpenSpace
1686	0	4	0	1	3	0	8	2	9	0	OpenSpace
5008	0	0	0	0	1	0	0	0	3	0	Other
1700	0	9	1	1	2	1	14	0	15	0	Commercial
1486	0	11	0	4	1	0	8	0	1	0	Other
1709	0	4	1	0	1	14	2	1	4	2	Commercial
2163	0	4	2	2	0	0	4	6	7	0	Commercial
2112	0	0	1	0	1	0	1	0	5	0	Residential
1777	0	6	0	0	1	2	2	1	2	0	Mixed
4328	0	0	0	0	1	0	0	0	0	0	OpenSpace
116	0	0	0	0	0	0	0	0	2	0	Other
5049	0	0	0	0	0	0	0	0	4	0	Residential
2690	0	6	0	3	0	0	3	0	5	0	Commercial
4275	0	1	0	0	1	0	0	0	4	0	OpenSpace
3801	0	4	4	2	2	0	3	0	9	0	Other
2704	0	1	0	2	3	0	0	0	0	0	OpenSpace
3437	0	8	1	6	1	0	2	6	1	0	Mixed
2543	0	3	5	0	2	0	3	3	2	0	Residential
4308	13	3	0	0	0	2	0	0	3	0	Other
5330	0	0	0	0	1	1	0	0	1	0	OpenSpace
3645	0	0	0	0	1	0	0	0	0	0	OpenSpace
1583	0	2	1	1	1	6	5	0	7	0	Other
516	0	0	1	1	1	1	1	0	0	0	Residential
2465	0	0	3	1	0	0	2	0	12	0	Residential
3063	0	1	6	0	0	0	4	0	3	0	Mixed
3983	0	1	3	5	1	0	3	0	11	0	Other
4253	0	2	2	0	2	0	6	3	2	0	Residential
1991	0	8	1	2	0	0	5	2	10	0	Mixed
5045	0	2	1	1	1	0	2	3	0	0	Mixed
1745	0	0	0	1	0	1	0	1	4	0	Mixed
4367	0	0	2	0	0	0	1	0	3	0	Residential
3689	0	0	1	0	0	0	0	0	2	0	Residential
1981	0	12	0	0	0	5	4	3	16	0	Commercial
3941	0	6	0	5	2	0	6	0	1	0	Mixed
1465	0	0	0	0	1	1	0	0	2	0	Mixed
3181	0	4	3	3	1	0	9	0	4	0	Mixed
2002	0	5	5	3	5	0	10	0	2	0	Mixed
5394	1	0	2	0	1	0	0	0	2	0	Other
539	0	0	0	4	0	0	2	0	4	0	Transportation
3496	14	3	0	0	0	1	0	0	4	0	Other
4799	0	6	1	3	3	0	2	1	2	0	Residential
2238	0	6	1	0	0	1	9	1	1	0	Mixed
1658	0	1	0	0	3	0	0	0	0	0	OpenSpace
2143	0	3	0	2	0	0	2	2	2	0	Other
1016	0	0	2	4	0	1	2	1	5	0	Other
652	0	3	1	0	0	1	2	1	9	0	Other
272	0	3	1	0	3	4	2	0	10	0	Commercial
1018	0	3	0	5	1	1	2	1	4	0	Other
490	0	6	0	2	2	2	9	2	2	0	Mixed
131	0	3	3	2	2	1	0	3	3	1	Other
930	0	0	2	0	1	4	3	2	3	0	Commercial
5589	0	0	2	1	2	0	0	0	1	0	OpenSpace
3235	0	0	0	2	0	0	0	0	0	0	Commercial
2798	0	0	0	1	1	0	0	2	9	0	Commercial
6203	0	0	0	0	2	0	0	0	0	0	Other
4247	4	0	0	0	0	0	1	1	4	0	Other
5489	0	0	0	0	3	0	3	0	1	0	Other
5768	0	0	1	1	0	0	2	0	0	0	Residential
4052	0	0	0	0	3	0	0	0	1	0	Residential
3036	0	1	0	1	0	0	0	0	1	0	OpenSpace
580	0	1	1	0	0	2	1	0	5	0	Other
4520	0	9	0	3	1	0	8	2	8	0	Residential
1268	1	2	0	1	0	8	4	2	13	0	Commercial
4024	0	1	1	2	0	0	0	0	7	0	Residential
1142	0	4	1	1	1	2	3	0	9	0	OpenSpace
2763	0	0	2	0	0	2	1	0	2	0	Residential
2905	1	8	0	4	1	0	9	1	11	0	Commercial
4618	1	0	1	4	0	0	0	0	7	0	Other
2737	0	0	2	1	0	0	0	1	0	0	Residential
5006	0	0	6	2	1	0	3	0	3	0	Residential
123	0	1	6	7	5	1	7	1	5	0	Mixed
3222	0	0	0	0	0	0	0	0	1	0	Transportation
4459	0	8	4	5	1	1	10	3	2	0	Mixed
3875	0	3	5	1	3	3	5	0	3	0	Mixed
3453	0	1	2	3	0	3	12	1	4	0	Mixed
3868	0	0	0	2	0	0	0	0	2	0	Residential
459	0	0	0	0	0	0	0	0	3	0	Transportation
5627	0	0	2	1	0	0	2	0	0	0	Residential
73	0	0	0	0	1	0	0	0	0	0	Other
880	1	0	0	1	0	0	0	1	1	0	Transportation
1463	3	0	0	3	0	1	2	1	8	0	Commercial
3781	0	0	1	0	0	0	0	0	3	0	Mixed
3046	0	0	0	1	0	0	0	0	0	0	OpenSpace
2269	2	5	0	2	3	0	3	4	16	0	Commercial
2854	0	0	0	0	2	0	0	0	1	0	OpenSpace
1775	1	5	1	1	1	0	6	1	12	0	Commercial
4687	2	3	4	2	3	0	5	2	4	0	Mixed
4728	1	1	2	0	1	0	0	0	1	0	Residential
2460	0	13	1	7	0	0	3	2	6	0	Mixed
1290	1	2	2	1	0	0	14	0	2	0	Commercial
3407	23	8	0	1	1	2	4	0	0	0	Other
1225	0	0	0	0	0	0	0	0	2	0	Mixed
3285	0	0	0	0	1	0	0	0	2	0	OpenSpace
3452	0	0	0	0	1	0	4	0	2	0	Residential
3446	0	16	0	1	1	0	15	0	3	0	Mixed
5357	1	2	0	3	0	1	1	0	6	0	Mixed
3835	0	1	1	0	3	1	0	0	1	0	OpenSpace
2333	0	9	5	1	4	1	6	4	2	0	Mixed
2477	0	12	0	0	8	0	14	1	12	0	Commercial
4474	0	5	5	3	0	2	12	2	3	0	Residential
2683	1	19	1	2	0	0	10	1	18	0	Commercial
965	1	0	0	4	1	0	0	1	1	0	Commercial
460	0	2	0	1	0	0	1	0	3	0	Other
1741	0	1	0	0	0	0	0	1	0	0	OpenSpace
1798	0	8	0	0	1	5	1	0	10	0	Commercial
3022	0	5	0	2	0	0	2	3	13	0	Commercial
3271	0	0	0	0	2	0	0	0	0	0	OpenSpace
1168	0	14	1	5	3	1	8	0	5	0	Mixed
5186	0	9	5	1	0	1	10	1	5	0	Mixed
926	0	0	0	5	3	0	2	0	5	0	Transportation
5811	0	2	3	0	0	0	2	0	0	0	Residential
5480	0	2	1	0	0	0	3	0	0	0	Transportation
3153	0	1	1	7	1	2	1	0	5	0	OpenSpace
1934	0	6	3	3	1	1	9	0	4	0	Residential
4943	0	2	5	0	0	0	2	0	3	0	Residential
1063	0	9	0	2	0	0	8	3	4	0	Other
4447	1	1	0	0	1	0	0	0	3	0	Residential
1651	1	0	0	0	1	2	0	0	0	0	OpenSpace
5610	1	1	0	2	0	0	0	0	0	0	OpenSpace
1092	1	8	0	2	3	1	9	1	3	0	Residential
3848	0	0	0	1	0	0	0	0	0	0	Residential
1264	1	2	1	1	1	0	4	0	5	0	Mixed
4549	0	0	0	0	1	0	0	0	1	0	OpenSpace
93	0	1	0	1	3	0	0	0	0	0	Other
1947	1	14	1	0	0	1	7	1	2	0	Mixed
1977	0	4	0	4	6	0	7	0	18	0	Commercial
676	2	2	2	1	1	3	0	3	3	0	Residential
3637	0	0	0	0	0	1	0	0	1	0	OpenSpace
5625	0	3	0	0	2	0	8	1	2	0	Mixed
1644	0	0	2	6	1	0	1	0	1	0	Residential
3449	1	1	2	2	2	0	2	0	5	0	Residential
4864	0	0	2	0	0	0	0	0	2	0	Residential
3704	2	0	2	2	1	0	4	0	5	0	Residential
4381	0	0	0	0	2	1	0	0	2	0	OpenSpace
6072	0	1	1	0	0	0	1	1	0	0	Residential
4685	0	5	6	1	4	0	2	0	3	0	Residential
903	0	8	2	1	0	0	19	3	3	0	Mixed
1398	0	3	0	0	0	0	4	1	1	0	Mixed
3706	1	9	2	2	0	1	16	0	5	0	Residential
1916	0	1	5	1	1	0	1	0	0	0	Residential
5082	0	1	3	0	0	0	0	0	5	0	Residential
4582	0	0	1	2	1	0	0	1	2	0	Other
1273	0	3	0	4	0	1	0	1	2	0	Other
3780	0	0	2	1	1	0	0	0	2	0	Residential
2760	0	6	4	7	2	1	2	0	4	0	Mixed
1366	0	3	3	1	0	1	0	0	10	0	Residential
1624	0	24	0	3	1	3	4	6	3	0	Commercial
5879	1	0	2	0	0	0	0	0	1	0	Other
1987	0	1	1	1	1	5	3	1	2	0	Commercial
2323	0	1	2	0	2	0	0	0	1	0	Residential
1607	0	6	0	2	3	0	7	0	21	0	Commercial
4303	0	0	1	0	0	1	0	0	0	0	Other
4894	1	1	4	1	1	0	7	1	3	0	Residential
4384	0	2	0	0	0	1	6	0	1	0	Residential
2309	0	0	3	0	1	0	0	0	2	0	Residential
4822	0	7	0	4	0	0	7	0	5	0	Commercial
511	0	2	1	0	0	0	8	0	2	0	Residential
5190	0	1	2	1	0	0	3	0	1	0	Transportation
1250	0	3	1	3	0	0	0	0	12	0	Residential
792	0	6	0	1	1	1	3	0	11	0	Commercial
3174	0	1	4	4	2	0	0	1	3	0	Residential
5352	0	1	0	1	0	0	4	0	1	0	Residential
4182	0	0	0	1	0	0	0	0	0	0	OpenSpace
5035	0	0	2	0	0	0	0	0	4	0	Residential
4016	0	0	1	0	0	0	0	0	1	0	Residential
5455	0	4	1	1	0	1	9	0	0	0	Mixed
4070	1	5	1	4	1	0	13	2	2	0	Mixed
3778	0	0	0	4	4	0	0	0	1	0	OpenSpace
1428	1	3	2	1	6	0	4	1	21	0	Commercial
2703	0	0	0	0	0	1	0	0	0	0	OpenSpace
3745	0	0	0	1	1	0	1	0	0	0	OpenSpace
1489	0	9	0	2	4	3	7	1	3	0	Commercial
197	0	2	0	0	0	0	0	0	0	0	Other
1820	0	0	1	0	1	0	0	0	0	0	Mixed
709	0	3	0	4	0	0	1	0	10	0	Commercial
1682	0	6	2	0	1	0	4	0	3	0	Mixed
4287	0	2	7	0	1	1	4	0	5	0	Residential
3093	0	0	0	1	2	0	0	1	1	0	OpenSpace
4152	1	8	0	3	1	0	1	0	8	0	Other
1278	0	0	1	15	1	3	1	1	3	0	Transportation
260	0	0	0	0	0	0	0	0	1	0	Other
1665	0	9	0	2	0	10	10	0	0	0	Mixed
4916	0	0	0	0	3	0	0	0	0	0	Residential
5023	0	1	1	2	0	0	1	2	0	0	Residential
4201	1	3	0	0	0	0	0	0	7	0	Other
1143	0	12	1	1	2	0	3	0	1	0	OpenSpace
3176	0	1	0	0	0	0	0	0	1	0	Residential
5447	0	2	1	0	0	2	0	0	1	0	Residential
1660	0	3	1	6	2	2	1	0	2	0	Transportation
463	0	0	0	1	0	0	0	0	0	0	Other
1971	0	1	0	0	1	0	2	4	5	0	Commercial
2783	1	1	5	3	1	0	0	0	7	0	Residential
5004	0	14	2	3	1	0	2	1	2	0	Mixed
1614	0	2	0	0	1	0	5	2	5	0	Commercial
4032	0	4	2	0	2	0	0	0	1	0	Residential
5341	0	1	2	1	0	0	0	2	2	0	Residential
3729	0	0	0	0	1	0	0	0	0	0	OpenSpace
2827	0	0	0	3	1	1	0	0	1	0	OpenSpace
2902	2	0	2	0	1	0	1	0	18	0	Mixed
6219	0	0	0	0	1	0	0	0	0	0	OpenSpace
1537	0	2	2	3	0	1	0	2	3	0	Commercial
5175	0	4	1	1	2	0	4	0	1	0	Other
1499	0	0	0	0	0	3	2	0	2	0	Residential
3881	2	1	5	0	0	1	0	0	12	0	Mixed
362	0	2	3	0	1	1	0	1	3	0	Mixed
5343	0	2	3	1	0	0	0	0	1	0	Residential
4115	0	1	4	0	0	0	2	1	1	0	Transportation
1530	2	2	0	0	1	1	6	0	17	0	Commercial
2626	0	0	2	1	1	0	1	3	4	0	Residential
3121	0	2	0	0	0	0	0	0	10	0	Commercial
431	0	0	0	0	0	0	0	0	2	0	Other
672	0	10	1	6	1	0	2	8	7	1	Commercial
1309	0	2	3	0	0	0	1	0	0	0	Mixed
1520	0	5	2	1	2	2	9	2	4	0	Mixed
5757	0	0	1	0	0	0	0	0	1	0	Residential
1272	0	7	0	2	3	5	2	0	9	1	Other
6283	0	1	0	0	0	0	0	1	1	0	OpenSpace
4199	0	3	3	0	0	0	3	1	3	0	Mixed
4284	1	4	1	3	2	2	1	0	1	0	Mixed
2892	1	1	0	1	0	0	0	0	1	0	Other
5670	1	0	2	1	0	0	2	0	4	0	Other
1332	12	6	0	3	0	1	1	0	2	0	Other
2495	0	0	1	7	1	0	0	0	6	0	OpenSpace
5098	0	0	1	0	1	0	0	0	1	0	Residential
4540	1	0	0	0	1	0	0	0	0	0	OpenSpace
437	0	2	6	4	2	0	5	2	5	0	Residential
1317	0	5	0	0	0	0	12	0	8	0	Commercial
1613	0	8	1	3	3	0	2	0	14	0	Commercial
6540	0	0	0	0	2	0	0	0	0	0	OpenSpace
1232	0	7	0	0	0	0	9	0	11	0	Commercial
4203	0	7	2	6	3	3	8	0	4	0	Commercial
2261	0	0	2	1	2	0	2	0	11	0	Mixed
4745	0	5	1	0	1	0	13	0	5	0	Commercial
4727	1	0	4	0	0	0	1	0	4	0	Residential
824	0	6	3	1	1	5	2	2	5	0	Residential
4358	0	0	7	1	1	1	4	1	0	0	Residential
2056	3	1	1	0	0	2	4	0	4	0	Residential
1691	0	5	0	0	2	1	20	0	11	0	Commercial
5065	0	3	2	1	0	0	2	0	2	0	Residential
2165	0	5	0	0	3	1	13	0	11	0	Commercial
1887	0	6	0	0	2	3	6	2	13	0	Commercial
1965	0	4	0	4	2	0	4	1	15	0	Commercial
4124	1	3	0	0	1	0	1	0	0	0	Mixed
2697	0	7	0	0	0	0	4	3	5	0	Commercial
2549	0	3	5	4	0	0	2	0	6	0	Residential
3756	0	3	1	0	0	0	1	0	1	0	Residential
2344	0	4	0	4	1	0	6	0	3	0	Mixed
6531	0	0	0	0	0	0	2	1	0	0	Residential
2278	0	4	0	6	1	6	4	0	5	0	Commercial
3644	0	0	0	0	0	0	1	0	0	0	OpenSpace
3658	0	0	2	0	1	0	0	0	1	0	Other
1604	0	4	1	0	4	0	4	0	17	0	Commercial
2327	0	0	0	9	4	2	0	1	2	0	Transportation
5554	0	2	1	0	0	0	0	0	0	0	Transportation
768	0	1	0	1	0	0	1	0	0	0	Other
2705	0	0	0	0	1	1	0	0	0	0	OpenSpace
5218	0	0	3	0	1	0	0	0	2	0	Residential
5518	0	2	0	0	0	1	4	0	3	0	Residential
2017	0	0	2	2	0	0	0	0	0	0	OpenSpace
2113	0	0	3	0	3	0	0	0	1	0	OpenSpace
3845	1	4	2	0	0	0	2	0	1	0	Residential
4673	0	9	4	2	0	0	12	2	6	0	Mixed
1577	1	5	1	0	1	1	3	0	5	0	Other
5062	0	0	3	0	1	0	0	0	2	0	Residential
1103	0	3	2	1	1	0	1	1	3	0	Transportation
5557	0	0	0	1	2	0	0	0	0	0	Residential
2119	0	0	0	1	0	0	0	0	0	0	Transportation
1938	0	11	0	2	0	3	9	8	2	0	Mixed
2315	0	0	1	0	1	0	0	0	0	0	OpenSpace
3009	3	5	2	4	1	0	0	0	14	0	Other
425	0	0	0	0	0	3	3	0	0	0	Other
834	0	1	2	1	0	1	2	1	2	0	Residential
3525	0	6	0	1	0	0	11	2	2	0	Commercial
3990	0	4	0	1	0	1	1	0	5	0	OpenSpace
2679	0	6	2	4	0	2	11	3	1	0	Mixed
5429	0	0	1	0	1	0	0	0	0	0	Other
3381	0	0	0	1	1	0	0	0	0	0	OpenSpace
456	0	1	0	0	1	3	2	0	9	0	Transportation
642	0	5	1	0	4	0	2	0	4	0	Mixed
1749	0	4	3	5	0	0	4	1	3	0	Mixed
1774	0	11	1	3	0	0	6	0	5	0	Commercial
2370	2	12	0	1	1	0	11	2	15	0	Commercial
5246	0	3	1	2	3	3	1	0	1	0	Residential
4898	0	1	4	1	0	0	0	5	3	0	Residential
4503	0	0	0	0	0	0	1	0	3	0	Commercial
2441	0	0	0	0	2	0	0	0	3	0	OpenSpace
103	1	0	0	0	0	0	0	0	0	0	Other
2364	0	1	0	2	0	2	5	1	7	0	Commercial
5650	0	0	0	0	1	0	0	0	0	0	Residential
3690	0	3	1	0	0	0	1	1	2	0	Residential
1079	0	8	2	1	1	2	17	3	2	0	Mixed
